Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
12;880,345;PA;M;33
8;1242,84;MA;M;37
16;2174,97;ES;F;58
12;4244,2986;MG;M;34
7;409,1015;AP;F;27
4;816,1316;PI;M;43
12;3107,1;RJ;M;55
12;816,1316;MG;F;55
15;3521,38;SP;F;33
9;1222,126;PR;F;42
9;1864,26;RO;M;49
7;932,13;PR;F;47
13;1657,12;BA;M;63
16;7457,04;RJ;M;35
16;2071,4;BA;F;52
12;414,28;PE;M;61
11;2659,6776;AP;M;43
4;1553,55;MG;M;57
16;1657,12;AC;M;28
12;1843,546;MS;M;40
11;1242,84;SP;M;26
8;1242,84;PA;M;40
6;621,42;AP;M;18
15;2589,25;RR;M;33
6;507,493;RJ;F;35
5;2071,4;SP;M;38
12;2071,4;PR;M;44
5;2342,7534;GO;M;54
5;983,915;MG;M;51
12;1553,55;SP;F;50
8;1035,7;MG;M;54
12;4142,8;SP;M;46
12;5178,5;SC;M;70
8;1139,27;DF;M;40
9;3086,386;GO;M;41
1;4142,8;AC;M;78
5;1035,7;MG;M;40
12;2071,4;ES;M;31
6;1657,12;SP;M;32
2;103,57;CE;M;49
9;5696,35;SP;M;58
7;1242,84;GO;F;33
4;1553,55;MG;M;60
10;517,85;AP;M;34
16;3624,95;CE;F;54
12;6214,2;SC;M;34
8;51,785;PE;M;55
7;1242,84;SP;M;46
8;1242,84;RJ;M;30
6;466,065;RJ;M;54
9;1242,84;PA;M;42
12;932,13;ES;M;30
13;621,42;PI;F;64
1;828,56;RR;M;58
12;816,1316;CE;F;39
11;2485,68;BA;M;62
9;816,1316;RJ;F;54
8;1035,7;ES;M;62
11;1060,5568;PR;M;35
6;1553,55;RO;M;31
6;1632,2632;MG;M;44
4;310,71;BA;F;46
7;776,775;SC;M;54
16;8803,45;PR;M;34
1;2071,4;PE;M;57
5;414,28;RS;F;41
12;1242,84;BA;M;32
16;5178,5;PR;M;54
5;4142,8;MT;M;66
15;2071,4;MA;M;46
12;1553,55;MG;M;44
12;2471,1802;RS;M;34
13;3107,1;SP;M;45
13;816,1316;RN;M;30
8;258,925;AP;F;84
16;25892,5;SP;M;37
1;828,56;BA;F;60
12;880,345;RJ;F;56
12;828,56;CE;M;40
12;2589,25;SP;M;40
12;932,13;SC;M;34
1;124,284;AC;M;70
12;2278,54;SE;M;50
16;414,28;SE;M;73
16;8492,74;SP;M;29
12;310,71;AP;M;38
5;1501,765;PA;M;49
16;1864,26;MG;M;31
11;1035,7;GO;M;29
9;207,14;AC;F;36
1;724,99;SE;M;53
12;207,14;RS;F;33
13;2071,4;SE;M;38
9;1553,55;CE;M;47
4;3107,1;MG;M;58
8;2174,97;MS;M;28
1;1035,7;PA;M;49
12;1035,7;CE;F;24
12;1760,69;PR;M;46
12;1035,7;RS;M;39
12;1242,84;PA;M;29
9;816,1316;RR;M;47
1;134,641;BA;M;56
12;2382,11;BA;M;45
1;207,14;CE;M;69
1;816,1316;MG;M;66
12;6214,2;MT;M;60
1;816,1316;BA;M;61
16;3935,66;SP;M;38
12;2589,25;RS;M;37
3;1242,84;BA;M;57
9;1553,55;MS;M;51
4;569,635;MA;M;31
10;1553,55;SP;M;28
16;807,846;CE;F;37
16;2071,4;MG;M;39
12;1346,41;PE;M;57
12;6421,34;GO;F;55
6;414,28;RJ;F;49
11;1864,26;BA;M;27
9;1553,55;MG;M;59
12;1553,55;AC;F;56
8;983,915;MS;F;37
5;816,1316;RO;M;20
7;724,99;BA;M;58
12;3107,1;SP;M;34
9;5178,5;BA;M;35
7;816,1316;SE;M;37
5;5178,5;PR;F;52
4;414,28;CE;M;34
14;816,1316;PI;M;39
6;1553,55;PR;M;54
12;1004,629;BA;F;38
12;1553,55;AP;M;25
12;5178,5;MT;M;37
6;1553,55;SP;M;46
9;1553,55;RS;F;47
12;6214,2;ES;M;47
12;1242,84;SP;F;51
16;1553,55;SP;M;35
1;816,1316;TO;M;44
12;1048,1284;SP;F;19
12;1553,55;TO;M;30
6;828,56;BA;F;52
12;2071,4;PR;M;45
5;2071,4;MG;M;79
5;816,1316;AC;M;52
1;207,14;AP;M;41
8;932,13;RS;M;45
8;393,566;MA;M;34
8;816,1316;AC;M;34
1;310,71;PE;M;75
9;2071,4;MG;M;57
9;362,495;CE;F;62
12;414,28;RO;M;31
10;1449,98;RS;M;24
12;1967,83;SP;M;37
16;1346,41;CE;F;52
9;2071,4;MT;M;55
12;414,28;AP;F;31
8;1242,84;SP;M;46
5;1035,7;PA;M;30
8;1657,12;PB;M;40
12;2071,4;MG;M;31
16;1242,84;AL;M;61
5;1553,55;BA;M;33
5;1242,84;CE;M;46
8;816,1316;MG;M;28
16;816,1316;BA;M;36
3;724,99;RO;M;62
16;6214,2;BA;M;48
13;1553,55;PE;M;39
1;816,1316;AL;F;45
12;1242,84;RS;M;32
1;2174,97;AP;M;49
1;186,426;CE;F;60
5;816,1316;SE;M;26
4;932,13;AP;M;61
9;1035,7;MG;M;51
16;10357;ES;M;37
6;816,1316;RN;M;40
9;1035,7;MG;M;42
16;5178,5;SP;M;48
16;4142,8;RJ;M;31
1;1035,7;GO;M;41
9;1449,98;RJ;M;57
7;828,56;ES;F;35
12;1035,7;PI;M;23
5;828,56;SP;F;61
4;1035,7;ES;M;60
9;816,1316;RJ;M;30
16;1632,2632;PE;F;30
16;3107,1;PR;F;33
7;932,13;PA;M;38
13;1553,55;PR;M;49
9;828,56;PB;M;46
5;3107,1;MG;M;51
1;828,56;MS;F;55
4;4142,8;SP;M;46
12;1864,26;SC;M;27
12;1289,4465;RS;F;31
9;621,42;PA;M;47
9;816,1316;GO;F;46
9;828,56;MS;M;34
1;621,42;MG;M;56
9;2589,25;PR;F;55
12;1139,27;RS;M;22
12;816,1316;CE;F;36
12;621,42;TO;M;33
3;932,13;GO;F;55
4;2071,4;MG;M;59
6;2071,4;RS;M;54
12;103,57;PA;F;38
9;816,1316;BA;M;43
16;1242,84;TO;F;24
11;3624,95;SP;F;43
2;816,1316;RS;M;56
16;828,56;SP;F;39
12;1449,98;PA;F;44
8;2589,25;PB;M;38
4;3107,1;CE;M;52
5;2071,4;PR;M;39
12;3293,526;MS;F;57
12;828,56;MA;M;26
4;1087,485;MG;M;47
8;1449,98;RS;M;40
5;1553,55;AP;M;33
6;1035,7;ES;M;48
15;3107,1;DF;M;50
14;3624,95;TO;M;32
14;2071,4;ES;F;40
14;1864,26;ES;M;51
16;3003,53;MS;F;35
12;2071,4;DF;F;38
8;816,1316;PA;M;44
4;2589,25;SP;M;49
9;1159,984;RJ;M;37
3;1553,55;RJ;M;64
7;828,56;RS;M;63
1;1035,7;MS;M;44
12;901,059;BA;M;26
12;3003,53;ES;M;65
16;1035,7;TO;M;47
16;4142,8;PI;M;39
12;880,345;RJ;F;53
9;3107,1;SP;M;52
13;724,99;SP;F;26
5;816,1316;SP;F;56
16;5178,5;SP;F;45
1;816,1316;PB;M;49
5;828,56;MG;M;39
2;207,14;PA;M;40
12;1035,7;RS;M;25
16;2899,96;MG;F;42
10;621,42;SP;F;48
5;1346,41;SP;M;63
8;816,1316;CE;F;36
5;414,28;PA;M;60
12;1553,55;RS;M;33
11;1449,98;MG;M;43
5;816,1316;PA;M;55
6;1139,27;TO;M;46
5;1553,55;MT;M;67
11;880,345;RN;M;34
12;816,1316;PR;M;58
1;144,998;CE;F;41
9;1035,7;SP;F;39
11;497,136;MA;F;30
7;1201,412;AP;M;58
8;1657,12;PA;M;43
12;1242,84;BA;F;64
13;1008,7718;BA;M;33
12;310,71;CE;M;29
16;1553,55;BA;F;45
3;1242,84;SE;M;44
12;816,1316;AL;M;52
16;2692,82;BA;F;28
1;517,85;SP;F;44
1;1035,7;DF;M;53
16;14810,51;MG;M;48
4;932,13;MT;M;46
12;517,85;BA;M;50
13;724,99;RJ;F;38
12;2071,4;PR;M;47
6;1035,7;RS;M;57
4;621,42;MG;M;41
1;1035,7;BA;M;49
12;4142,8;PR;M;34
12;1035,7;BA;M;36
4;816,1316;PB;F;60
1;621,42;PB;M;47
12;1636,406;SC;M;37
12;3624,95;MT;M;51
9;517,85;GO;M;31
6;816,1316;DF;M;39
5;14499,8;PR;M;55
12;1139,27;ES;F;31
4;1845,6174;RO;M;43
8;724,99;SP;F;40
8;816,1316;MG;F;29
16;1553,55;RN;M;28
7;1242,84;SC;M;63
12;816,1316;AP;M;24
1;310,71;PB;M;53
12;4142,8;RS;M;52
8;1242,84;AL;M;47
12;2071,4;RS;M;50
6;1864,26;RS;M;53
7;816,1316;MG;F;50
8;724,99;CE;M;44
12;816,1316;BA;M;34
14;5178,5;PR;F;52
16;1139,27;RJ;F;49
5;1449,98;PA;F;57
16;1553,55;RS;M;65
5;2071,4;SP;M;56
6;1035,7;MG;M;39
12;1139,27;GO;F;50
4;1449,98;RS;M;53
12;7249,9;RJ;M;26
4;724,99;SE;M;63
5;816,1316;MG;F;58
1;1553,55;AC;M;34
16;2071,4;SP;M;80
12;3107,1;RJ;M;45
12;816,1316;GO;F;33
2;1553,55;AC;M;49
5;1035,7;PA;M;37
3;816,1316;MA;M;50
16;2589,25;TO;M;26
12;1242,84;PE;M;31
12;2382,11;RJ;M;33
16;5178,5;MG;M;47
5;3107,1;AC;M;45
6;1553,55;MS;M;35
12;1398,195;SP;M;48
12;724,99;BA;F;27
9;1967,83;GO;M;38
16;4142,8;RS;M;41
12;1035,7;RJ;F;33
12;2071,4;SP;M;45
1;207,14;BA;M;48
2;1242,84;CE;M;48
3;816,1316;CE;M;51
9;983,915;SC;F;52
4;1035,7;RS;M;37
5;1242,84;MS;M;40
9;1211,769;PA;M;50
12;3624,95;MG;M;46
1;816,1316;AC;F;47
3;1035,7;AC;M;39
4;816,1316;PA;F;48
4;1864,26;RS;M;34
1;1657,12;RJ;M;35
12;1035,7;PA;F;44
12;816,1316;PA;M;23
16;1657,12;PR;F;38
16;1035,7;PR;M;48
9;2019,615;SP;M;58
5;517,85;RN;M;31
1;1161,0197;SP;F;54
12;3107,1;GO;M;47
13;1035,7;PE;M;40
12;1657,12;BA;F;63
5;1242,84;SP;M;73
15;932,13;RS;F;27
12;816,1316;AL;M;34
8;331,424;PB;F;32
12;1346,41;DF;M;20
12;1864,26;SP;M;38
12;2071,4;SP;M;54
13;1346,41;ES;M;25
16;8803,45;AP;M;45
2;217,497;SP;F;64
12;1449,98;ES;M;30
16;2382,11;SP;F;52
1;816,1316;PB;M;62
16;10357;DF;M;47
12;1449,98;RO;F;32
12;816,1316;CE;M;25
16;6214,2;SP;M;49
8;816,1316;MG;M;22
12;1346,41;SP;M;24
12;1967,83;SP;F;53
11;1657,12;GO;M;42
1;124,284;MA;M;44
12;1035,7;PA;M;41
5;2071,4;BA;M;27
16;2071,4;SP;M;40
16;9321,3;PE;M;73
16;3107,1;PR;M;30
3;1035,7;ES;M;33
12;362,495;PI;F;45
12;2071,4;RJ;F;66
5;414,28;PE;M;47
11;921,773;PE;M;20
5;1657,12;PR;M;57
12;816,1316;BA;F;32
3;310,71;PA;M;54
12;919,7016;ES;F;28
6;517,85;ES;M;48
6;88,0345;RS;M;66
14;7249,9;RS;M;43
12;1553,55;ES;M;52
5;1191,055;PR;M;54
5;828,56;RO;M;58
12;1035,7;PA;M;37
9;2071,4;SP;M;45
16;2071,4;SP;M;37
9;1657,12;BA;M;58
12;1242,84;SP;F;34
12;621,42;PA;M;41
12;2071,4;MT;F;48
12;1242,84;SP;M;61
4;828,56;AL;M;62
1;176,069;PI;M;48
12;932,13;PA;F;44
6;1014,986;MG;M;41
4;1760,69;MG;M;46
12;3264,5264;BA;M;55
12;816,1316;AL;M;31
5;621,42;PE;M;52
6;1139,27;MG;M;52
12;5178,5;BA;M;43
12;1864,26;PE;M;31
6;1864,26;RS;M;52
16;6214,2;RJ;M;37
5;310,71;MG;M;62
9;1139,27;RJ;M;41
16;3624,95;PA;F;48
16;1242,84;AC;M;38
1;517,85;MG;M;50
11;880,345;PE;F;42
5;816,1316;PR;M;56
7;828,56;SP;M;56
16;12428,4;MG;F;53
12;4142,8;SC;M;29
5;2485,68;RS;M;70
7;828,56;SP;M;60
16;6524,91;BA;M;62
5;828,56;RJ;M;40
13;2071,4;PA;F;47
14;10357;PE;F;44
11;1139,27;RJ;M;39
9;1035,7;RS;M;30
12;4349,94;PB;M;52
12;816,1316;AC;F;46
4;828,56;MG;M;47
2;816,1316;TO;M;46
16;1449,98;MG;F;21
1;828,56;AC;M;57
12;1035,7;RN;F;73
12;2899,96;RO;M;49
2;1553,55;CE;M;62
9;207,14;PB;F;26
10;1657,12;GO;M;60
12;1632,2632;ES;F;49
12;816,1316;PE;M;33
9;816,1316;CE;M;30
4;1553,55;GO;F;51
12;1553,55;RS;M;29
7;2071,4;GO;M;53
12;1139,27;AP;M;63
9;1947,116;RS;M;33
14;4142,8;SP;M;65
13;1553,55;PE;M;50
12;1553,55;SP;M;36
5;1936,759;MG;M;59
9;310,71;CE;F;34
7;828,56;PA;F;30
12;10357;RS;M;59
16;15535,5;BA;M;49
9;1242,84;AP;M;51
10;816,1316;SE;M;27
5;1864,26;RO;M;48
1;1657,12;PR;M;48
7;1139,27;SP;M;25
1;124,284;RN;F;40
4;579,992;SE;M;53
4;932,13;PA;M;32
10;2071,4;RS;M;45
6;1242,84;RS;M;23
15;4142,8;RS;F;32
9;1553,55;RS;M;76
1;999,4505;PA;M;51
9;2071,4;PR;M;48
9;1553,55;MT;M;26
4;849,274;GO;F;41
12;816,1316;RJ;M;37
5;1157,9126;MG;F;45
1;724,99;ES;M;77
16;6214,2;SP;M;37
10;1553,55;AP;M;32
12;4142,8;GO;M;32
16;4142,8;PR;F;40
12;1242,84;PR;F;36
12;2174,97;PA;M;45
9;816,1316;MS;F;49
9;1657,12;PR;F;63
9;1035,7;GO;F;40
4;828,56;GO;F;32
5;517,85;PR;F;58
9;1242,84;ES;M;32
12;932,13;TO;M;25
4;310,71;SE;F;61
1;414,28;CE;M;51
9;1553,55;PR;F;51
16;1242,84;SC;M;38
14;816,1316;RR;M;21
9;828,56;MA;M;44
9;4142,8;MG;M;43
16;1553,55;RS;F;39
12;414,28;RS;F;60
12;1553,55;DF;M;31
6;1242,84;BA;M;50
9;816,1316;PE;F;26
1;82,856;ES;F;71
10;880,345;MG;M;38
7;1553,55;SP;M;64
10;880,345;PI;M;22
12;1864,26;RS;M;38
4;1864,26;PR;M;45
12;2071,4;SC;M;41
12;1242,84;DF;F;48
10;1143,4128;AP;F;46
1;2071,4;AP;M;75
15;1346,41;RS;F;26
12;1050,1998;AL;M;34
12;517,85;CE;F;33
6;621,42;AL;M;40
12;621,42;AP;M;22
11;414,28;RS;F;20
5;5178,5;MG;M;69
12;1346,41;SC;F;32
15;1553,55;RO;F;29
16;2071,4;GO;F;50
16;1242,84;AL;F;47
9;1035,7;RO;M;24
12;816,1316;BA;F;36
17;1553,55;SC;F;25
1;1035,7;BA;M;52
12;816,1316;PE;M;26
12;1284,268;SC;F;58
12;2382,11;RJ;M;33
6;828,56;TO;F;48
12;2071,4;SP;M;48
1;40,3923;PI;M;40
12;1035,7;PE;M;70
2;1864,26;SP;M;56
2;1325,696;BA;M;39
12;3624,95;GO;M;32
16;5696,35;DF;M;34
1;1665,4056;PR;M;27
5;517,85;AP;M;42
12;921,773;BA;F;53
16;5354,569;TO;M;32
6;414,28;MG;F;59
9;7249,9;SC;M;62
12;1242,84;MG;M;61
7;2589,25;MG;M;53
16;1242,84;RJ;F;39
1;1242,84;SP;M;62
8;310,71;MA;M;73
12;1632,2632;PA;M;41
9;1657,12;AP;M;57
14;724,99;TO;F;27
12;4142,8;PA;M;59
16;6732,05;RS;F;55
9;1605,335;RJ;M;38
6;816,1316;MT;M;77
5;1657,12;MG;M;55
12;1242,84;SP;M;30
12;816,1316;RS;M;30
12;2692,82;GO;M;32
7;2382,11;PR;M;26
6;1553,55;PR;F;35
12;1553,55;MT;M;46
12;2485,68;RS;M;34
9;1242,84;BA;M;56
11;310,71;AP;F;31
8;1242,84;AP;M;29
1;310,71;PE;M;66
1;1449,98;AL;M;57
9;3624,95;RO;M;42
16;310,71;RS;F;55
16;6214,2;MG;M;63
12;7249,9;MG;M;38
12;816,1316;RR;M;52
7;1242,84;SP;M;55
9;1553,55;MG;M;28
16;2382,11;MG;F;34
8;1035,7;MG;M;43
5;207,14;MA;M;44
4;828,56;PA;M;18
9;4660,65;RS;M;46
12;1242,84;PE;M;31
1;816,1316;GO;F;58
6;1242,84;DF;M;60
10;816,1316;AL;F;32
6;1449,98;SP;M;55
5;517,85;RJ;F;31
13;1657,12;BA;F;50
12;1783,4754;SP;M;44
10;1435,4802;PA;M;28
12;817,1673;AP;M;47
12;816,1316;BA;F;31
9;414,28;CE;M;61
16;36249,5;PA;M;51
5;932,13;MG;F;43
9;952,844;SP;M;32
5;310,71;AC;M;63
5;1242,84;PA;M;48
9;1242,84;SP;F;38
5;621,42;SE;M;47
9;1260,4469;RS;M;40
5;932,13;RJ;F;37
12;816,1316;RS;F;49
9;1242,84;SP;F;44
12;1346,41;GO;F;40
9;1242,84;SP;M;60
5;517,85;PA;M;65
12;880,345;MT;F;27
12;4142,8;TO;M;42
12;414,28;PR;F;60
16;3210,67;MT;M;27
12;2589,25;PA;M;35
12;362,495;CE;F;54
12;1760,69;SC;F;42
8;932,13;CE;F;31
16;22785,4;BA;M;52
12;3107,1;RJ;M;49
6;1035,7;RS;M;59
8;1553,55;PA;M;41
5;1864,26;SC;M;58
14;816,1316;MS;M;44
16;4142,8;DF;M;45
12;1253,197;GO;F;64
16;5696,35;PA;F;51
15;4971,36;PA;F;29
8;517,85;SP;F;34
12;840,9884;CE;M;34
8;1553,55;MG;M;44
12;816,1316;RS;F;56
7;1708,905;SP;M;33
5;517,85;MG;M;64
4;1553,55;MG;M;63
9;1139,27;SC;M;53
12;1242,84;MS;M;25
3;724,99;BA;M;35
5;1035,7;MG;M;42
9;5178,5;SC;M;49
12;2071,4;PA;M;50
5;466,065;MS;M;53
9;1657,12;MG;F;30
1;1014,986;MG;M;22
16;6214,2;SP;M;39
6;828,56;PR;M;29
9;932,13;PE;M;44
16;5178,5;RS;F;56
5;310,71;PR;M;42
11;1346,41;RJ;M;52
12;3935,66;SP;M;37
12;981,8436;BA;F;27
8;1242,84;AP;M;44
16;12428,4;MG;M;34
12;828,56;PE;F;41
12;1035,7;MG;M;33
5;1035,7;DF;M;62
12;2382,11;SP;M;31
3;1242,84;BA;M;47
12;1242,84;PI;M;57
12;4660,65;DF;F;64
12;828,56;PA;F;30
13;932,13;MT;M;52
6;1553,55;SP;M;38
12;3107,1;SP;M;31
1;1035,7;MA;M;56
1;816,1316;MG;M;68
16;4971,36;BA;F;47
12;310,71;RJ;M;40
6;1553,55;GO;M;65
12;683,562;PA;F;47
15;2071,4;PR;M;55
9;6214,2;MG;M;21
12;3624,95;SP;M;52
12;724,99;RJ;F;27
12;1760,69;RJ;M;39
9;5178,5;DF;M;42
13;2071,4;RS;M;24
12;2589,25;PR;M;41
10;1184,8408;RJ;M;20
16;5178,5;PR;M;30
12;1346,41;MG;F;56
1;1449,98;BA;M;65
1;816,1316;AL;F;38
12;816,1316;RJ;F;54
4;1035,7;MG;M;51
8;10357;PR;M;28
16;2589,25;RJ;M;67
12;103,57;SE;F;37
9;901,059;PA;F;44
12;932,13;PA;M;32
8;1864,26;SP;M;52
1;621,42;PE;F;44
12;1346,41;MG;F;42
1;155,355;SE;M;74
2;310,71;RN;F;33
5;1035,7;PR;F;52
9;3107,1;RO;M;57
7;1242,84;SP;M;49
13;8285,6;MG;M;50
5;1657,12;RJ;M;50
16;2071,4;GO;M;32
9;816,1316;DF;M;35
12;4142,8;GO;M;51
6;816,1316;BA;F;56
16;3107,1;SP;M;45
8;1553,55;ES;M;48
12;2071,4;SP;M;32
6;2589,25;RS;M;60
17;1242,84;PE;M;26
8;1242,84;RS;F;54
1;414,28;BA;M;45
6;1072,9852;MS;M;52
8;1449,98;RO;M;26
15;6214,2;RJ;F;60
16;4142,8;RS;M;47
8;1242,84;AL;M;55
3;816,1316;RN;M;66
6;414,28;PI;M;37
7;1449,98;RS;M;47
12;1139,27;BA;M;37
16;4971,36;RS;F;45
11;1636,406;SP;M;40
12;1031,5572;DF;M;19
12;2071,4;SP;M;48
13;1864,26;MT;M;46
12;3314,24;RJ;M;36
12;2071,4;CE;M;49
7;1449,98;RS;F;54
9;1242,84;ES;M;26
9;2071,4;SP;M;42
16;1553,55;CE;M;47
16;1242,84;RS;F;43
12;1035,7;RR;M;38
9;816,1316;PI;F;39
9;621,42;PA;M;25
14;3107,1;SE;M;26
7;155,355;BA;M;34
12;816,1316;GO;F;48
5;1864,26;SP;M;45
2;1346,41;MS;M;67
10;5178,5;RO;M;33
9;2071,4;PR;M;43
15;7767,75;MS;M;52
12;2071,4;PA;M;29
6;155,355;CE;M;28
6;1242,84;SP;M;46
8;1004,629;MG;M;51
3;621,42;CE;M;35
16;5696,35;PR;M;30
14;4142,8;SP;M;45
9;807,846;AP;M;36
12;1139,27;SC;M;23
16;14499,8;RS;M;51
5;1864,26;SP;M;69
4;724,99;PI;M;48
9;2174,97;SP;M;28
1;1449,98;RO;M;53
12;4660,65;RJ;M;55
10;1242,84;SC;F;41
12;1035,7;ES;F;28
1;1035,7;RS;F;46
5;1035,7;BA;M;47
12;2589,25;AP;M;32
16;4660,65;RJ;F;66
12;1449,98;ES;M;27
5;517,85;MG;M;37
9;569,635;AL;M;60
12;2071,4;RS;M;32
16;1553,55;RR;F;33
11;1657,12;RJ;M;36
1;310,71;BA;M;59
12;1553,55;RS;F;31
10;124,284;BA;M;35
13;2589,25;RJ;F;38
9;1242,84;BA;M;47
12;816,1316;RN;M;32
15;414,28;RS;M;21
2;289,996;AC;M;55
16;3935,66;BA;F;55
5;4142,8;SC;M;44
12;1242,84;ES;M;25
16;4660,65;SP;M;59
12;2448,3948;SP;M;36
4;816,1316;GO;M;52
15;1553,55;SP;M;22
1;1242,84;GO;M;71
5;1139,27;SP;F;56
1;414,28;PA;M;57
6;816,1316;TO;M;25
4;816,1316;PI;M;62
16;7249,9;PA;M;67
15;1242,84;RN;M;41
8;932,13;GO;M;31
12;1398,195;PR;F;45
3;776,775;BA;M;55
12;4142,8;SP;M;37
12;2382,11;SP;M;43
3;828,56;PI;M;42
5;816,1316;ES;F;60
9;4142,8;RJ;M;47
12;880,345;BA;F;47
5;816,1316;PA;M;48
7;816,1316;CE;F;38
16;1242,84;AP;F;51
3;816,1316;AL;M;34
12;3521,38;CE;F;58
6;1035,7;RS;M;49
12;1346,41;RJ;F;46
5;1242,84;MG;M;52
12;2071,4;RJ;M;58
11;1242,84;AP;M;34
2;1553,55;MS;F;49
12;816,1316;MG;M;39
5;816,1316;AL;F;45
12;932,13;BA;M;26
12;932,13;MG;F;46
12;2071,4;BA;M;49
1;1035,7;RO;M;73
3;1035,7;GO;M;59
6;2485,68;RS;M;58
15;2071,4;AP;M;61
5;816,1316;PE;F;35
8;816,1316;PA;F;29
16;2071,4;MG;M;48
12;2071,4;MT;M;39
9;414,28;AL;M;19
5;1222,126;SP;M;69
14;3107,1;BA;M;66
6;621,42;CE;M;37
16;1035,7;PR;M;29
12;2278,54;PR;F;48
12;2071,4;SP;M;38
1;124,284;CE;M;47
10;1035,7;PE;M;27
9;1035,7;RS;F;40
9;1139,27;MA;M;39
11;1553,55;PE;M;32
12;816,1316;RO;F;52
9;1139,27;MG;F;48
9;2071,4;MG;M;39
15;3935,66;RJ;F;56
10;155,355;PA;F;31
1;207,14;BA;M;48
16;6214,2;GO;M;29
12;983,915;SE;M;37
9;724,99;MA;M;41
3;1242,84;RO;M;54
6;932,13;RS;F;37
12;816,1316;RN;F;42
6;1657,12;GO;M;45
12;2071,4;RJ;M;40
8;828,56;DF;M;36
5;1242,84;BA;M;56
7;859,631;MG;M;54
16;7767,75;DF;F;54
12;724,99;MG;M;48
12;1242,84;RJ;M;47
5;155,355;AL;M;57
16;7249,9;MA;M;44
12;828,56;PB;M;41
6;816,1316;RS;M;50
2;310,71;MA;M;34
9;2071,4;SP;M;56
1;816,1316;PE;M;40
4;1242,84;PI;M;37
12;3107,1;SC;M;30
1;103,57;MG;M;75
12;2382,11;PR;M;49
12;816,1316;PE;M;26
12;2071,4;PE;M;53
2;233,0325;PA;M;52
7;1242,84;MG;M;41
5;816,1316;MG;M;61
6;3107,1;PR;M;41
7;2071,4;PA;M;32
7;414,28;PE;F;23
12;3107,1;MS;M;28
12;2899,96;MG;M;52
7;816,1316;CE;M;40
8;816,1316;PA;F;27
5;816,1316;RN;M;54
9;724,99;AP;M;53
12;1035,7;RS;F;40
9;1279,0895;AP;M;71
16;1035,7;MA;M;43
1;517,85;AC;M;42
9;828,56;RJ;M;48
16;1967,83;PE;M;56
5;1035,7;SP;F;55
6;517,85;RJ;F;47
3;1242,84;PE;M;46
12;816,1316;AP;F;47
5;1657,12;RS;M;55
16;3107,1;PE;M;34
5;828,56;GO;M;53
12;2589,25;MT;M;44
1;932,13;PE;M;49
12;207,14;MG;F;35
12;2071,4;AP;M;40
16;5605,2084;RS;M;29
16;5282,07;GO;M;42
9;1553,55;MG;M;49
8;735,347;PE;F;46
7;466,065;RS;F;48
6;983,915;RS;M;48
5;414,28;PR;F;37
8;1657,12;PB;M;62
12;569,635;MG;F;54
16;1553,55;PA;M;34
9;1346,41;BA;M;28
9;1657,12;SC;M;25
10;2071,4;MG;M;47
3;828,56;MG;M;55
12;1242,84;MG;M;43
16;8285,6;RJ;F;50
13;5696,35;SP;M;46
13;3107,1;CE;M;43
3;948,7012;SP;F;42
16;1449,98;PE;M;39
16;6214,2;SC;M;45
9;2174,97;AP;M;42
6;816,1316;BA;M;25
5;150,1765;PI;M;59
5;1553,55;PR;M;56
2;1004,629;PA;M;23
1;1242,84;AC;M;28
9;828,56;RJ;F;55
12;2382,11;RS;F;33
12;2589,25;SP;M;25
6;816,1316;SC;M;33
12;1864,26;MG;M;31
9;932,13;AL;M;55
4;155,355;PR;M;70
12;842,0241;PE;M;32
12;880,345;MS;M;44
12;1553,55;PI;M;44
5;207,14;MT;F;66
7;517,85;SP;F;47
7;1242,84;SP;M;46
8;1242,84;RS;F;45
12;1864,26;SP;M;45
9;1035,7;PE;M;26
10;310,71;BA;M;32
9;5178,5;MG;M;51
12;1449,98;GO;M;33
12;10357;PE;M;55
9;816,1316;DF;M;22
8;1242,84;MG;M;21
12;724,99;PA;M;36
12;4142,8;SP;M;46
5;1760,69;SP;M;32
10;2071,4;SP;M;45
2;414,28;AP;M;68
16;7353,47;CE;M;57
12;3107,1;RJ;M;34
1;1449,98;SP;M;56
16;4142,8;RJ;M;31
12;828,56;RN;F;37
9;1139,27;SP;M;36
16;6214,2;MG;M;55
7;816,1316;BA;M;25
9;1449,98;DF;F;41
2;816,1316;TO;M;56
6;414,28;PA;F;34
16;8285,6;SP;F;29
6;517,85;PA;M;51
4;1035,7;CE;F;39
1;776,775;PA;M;29
8;517,85;BA;M;50
11;2071,4;SP;M;31
11;1139,27;GO;M;24
5;1632,2632;MG;M;72
12;1242,84;PR;M;33
16;1553,55;SP;F;35
13;1242,84;MT;M;55
6;828,56;BA;M;41
8;1035,7;PA;M;54
6;1035,7;SP;M;41
5;414,28;RS;M;52
5;1242,84;GO;M;59
4;724,99;AP;M;37
14;1139,27;MG;M;26
6;1346,41;RN;M;37
3;517,85;PI;F;62
12;2071,4;RN;F;49
3;93,213;PE;M;47
12;4142,8;SE;M;39
9;932,13;RO;M;35
16;4142,8;BA;F;44
16;2382,11;AL;M;37
5;1242,84;SP;M;56
11;849,274;PI;F;51
4;724,99;RS;F;58
9;816,1316;PE;F;21
12;1139,27;PA;F;35
6;932,13;DF;M;46
6;2382,11;RS;M;47
